index,city,date,tempType,temp
1510,EZE00100082,18001029,TMIN,60
1511,ITE00100554,18001030,TMAX,150
1512,ITE00100554,18001030,TMIN,116
1513,GM000010962,18001030,PRCP,0
1514,EZE00100082,18001030,TMAX,123
1515,EZE00100082,18001030,TMIN,70
1516,ITE00100554,18001031,TMAX,125
1517,ITE00100554,18001031,TMIN,116
1518,GM000010962,18001031,PRCP,0
1519,EZE00100082,18001031,TMAX,90
1520,EZE00100082,18001031,TMIN,22
1521,ITE00100554,18001101,TMAX,150
1522,ITE00100554,18001101,TMIN,116
1523,GM000010962,18001101,PRCP,20
1524,EZE00100082,18001101,TMAX,88
1525,EZE00100082,18001101,TMIN,57
1526,ITE00100554,18001102,TMAX,141
1527,ITE00100554,18001102,TMIN,116
1528,GM000010962,18001102,PRCP,63
1529,EZE00100082,18001102,TMAX,93
1530,EZE00100082,18001102,TMIN,60
1531,ITE00100554,18001103,TMAX,135
1532,ITE00100554,18001103,TMIN,90
1533,GM000010962,18001103,PRCP,0
1534,EZE00100082,18001103,TMAX,114
1535,EZE00100082,18001103,TMIN,79
1536,ITE00100554,18001104,TMAX,113
1537,ITE00100554,18001104,TMIN,106
1538,GM000010962,18001104,PRCP,0
1539,EZE00100082,18001104,TMAX,116
1540,EZE00100082,18001104,TMIN,79
1541,ITE00100554,18001105,TMAX,109
1542,ITE00100554,18001105,TMIN,100
1543,GM000010962,18001105,PRCP,54
1544,EZE00100082,18001105,TMAX,85
1545,EZE00100082,18001105,TMIN,61
1546,ITE00100554,18001106,TMAX,113
1547,ITE00100554,18001106,TMIN,48
1548,GM000010962,18001106,PRCP,59
1549,EZE00100082,18001106,TMAX,84
1550,EZE00100082,18001106,TMIN,51
1551,ITE00100554,18001107,TMAX,123
1552,ITE00100554,18001107,TMIN,50
1553,GM000010962,18001107,PRCP,25
1554,EZE00100082,18001107,TMAX,86
1555,EZE00100082,18001107,TMIN,45
1556,ITE00100554,18001108,TMAX,110
1557,ITE00100554,18001108,TMIN,98
1558,GM000010962,18001108,PRCP,0
1559,EZE00100082,18001108,TMAX,122
1560,EZE00100082,18001108,TMIN,74
1561,ITE00100554,18001109,TMAX,113
1562,ITE00100554,18001109,TMIN,109
1563,GM000010962,18001109,PRCP,4
1564,EZE00100082,18001109,TMAX,173
1565,EZE00100082,18001109,TMIN,122
1566,ITE00100554,18001110,TMAX,146
1567,ITE00100554,18001110,TMIN,104
1568,GM000010962,18001110,PRCP,0
1569,EZE00100082,18001110,TMAX,147
1570,EZE00100082,18001110,TMIN,64
1571,ITE00100554,18001111,TMAX,146
1572,ITE00100554,18001111,TMIN,116
1573,GM000010962,18001111,PRCP,0
1574,EZE00100082,18001111,TMAX,97
1575,EZE00100082,18001111,TMIN,43
1576,ITE00100554,18001112,TMAX,134
1577,ITE00100554,18001112,TMIN,121
1578,GM000010962,18001112,PRCP,0
1579,EZE00100082,18001112,TMAX,103
1580,EZE00100082,18001112,TMIN,45
1581,ITE00100554,18001113,TMAX,113
1582,ITE00100554,18001113,TMIN,98
1583,GM000010962,18001113,PRCP,42
1584,EZE00100082,18001113,TMAX,80
1585,EZE00100082,18001113,TMIN,50
1586,ITE00100554,18001114,TMAX,131
1587,ITE00100554,18001114,TMIN,88
1588,GM000010962,18001114,PRCP,39
1589,EZE00100082,18001114,TMAX,81
1590,EZE00100082,18001114,TMIN,27
1591,ITE00100554,18001115,TMAX,119
1592,ITE00100554,18001115,TMIN,66
1593,GM000010962,18001115,PRCP,0
1594,EZE00100082,18001115,TMAX,44
1595,EZE00100082,18001115,TMIN,1
1596,ITE00100554,18001116,TMAX,94
1597,ITE00100554,18001116,TMIN,94
1598,GM000010962,18001116,PRCP,0
1599,EZE00100082,18001116,TMAX,63
1600,EZE00100082,18001116,TMIN,30
1601,ITE00100554,18001117,TMAX,94
1602,ITE00100554,18001117,TMIN,79
1603,GM000010962,18001117,PRCP,47
1604,EZE00100082,18001117,TMAX,70
1605,EZE00100082,18001117,TMIN,44
1606,ITE00100554,18001118,TMAX,98
1607,ITE00100554,18001118,TMIN,54
1608,GM000010962,18001118,PRCP,13
1609,EZE00100082,18001118,TMAX,70
1610,EZE00100082,18001118,TMIN,50
1611,ITE00100554,18001119,TMAX,109
1612,ITE00100554,18001119,TMIN,81
1613,GM000010962,18001119,PRCP,114
1614,EZE00100082,18001119,TMAX,68
1615,EZE00100082,18001119,TMIN,55
1616,ITE00100554,18001120,TMAX,116
1617,ITE00100554,18001120,TMIN,54
1618,GM000010962,18001120,PRCP,62
1619,EZE00100082,18001120,TMAX,57
1620,EZE00100082,18001120,TMIN,15
1621,ITE00100554,18001121,TMAX,91
1622,ITE00100554,18001121,TMIN,46
1623,GM000010962,18001121,PRCP,7
1624,EZE00100082,18001121,TMAX,29
1625,EZE00100082,18001121,TMIN,2
1626,ITE00100554,18001122,TMAX,60
1627,ITE00100554,18001122,TMIN,54
1628,GM000010962,18001122,PRCP,0
1629,EZE00100082,18001122,TMAX,34
1630,EZE00100082,18001122,TMIN,0
1631,ITE00100554,18001123,TMAX,69
1632,ITE00100554,18001123,TMIN,21
1633,GM000010962,18001123,PRCP,0
1634,EZE00100082,18001123,TMAX,58
1635,EZE00100082,18001123,TMIN,30
1636,ITE00100554,18001124,TMAX,63
1637,ITE00100554,18001124,TMIN,19
1638,GM000010962,18001124,PRCP,0
1639,EZE00100082,18001124,TMAX,69
1640,EZE00100082,18001124,TMIN,14
1641,ITE00100554,18001125,TMAX,63
1642,ITE00100554,18001125,TMIN,40
1643,GM000010962,18001125,PRCP,0
1644,EZE00100082,18001125,TMAX,43
1645,EZE00100082,18001125,TMIN,-5
1646,ITE00100554,18001126,TMAX,59
1647,ITE00100554,18001126,TMIN,54
1648,GM000010962,18001126,PRCP,0
1649,EZE00100082,18001126,TMAX,45
1650,EZE00100082,18001126,TMIN,-6
1651,ITE00100554,18001127,TMAX,48
1652,ITE00100554,18001127,TMIN,41
1653,GM000010962,18001127,PRCP,86
1654,EZE00100082,18001127,TMAX,56
1655,EZE00100082,18001127,TMIN,38
1656,ITE00100554,18001128,TMAX,63
1657,ITE00100554,18001128,TMIN,48
1658,GM000010962,18001128,PRCP,56
1659,EZE00100082,18001128,TMAX,38
1660,EZE00100082,18001128,TMIN,17
1661,ITE00100554,18001129,TMAX,66
1662,ITE00100554,18001129,TMIN,59
1663,GM000010962,18001129,PRCP,13
1664,EZE00100082,18001129,TMAX,42
1665,EZE00100082,18001129,TMIN,17
1666,ITE00100554,18001130,TMAX,66
1667,ITE00100554,18001130,TMIN,25
1668,GM000010962,18001130,PRCP,0
1669,EZE00100082,18001130,TMAX,22
1670,EZE00100082,18001130,TMIN,0
1671,ITE00100554,18001201,TMAX,29
1672,ITE00100554,18001201,TMIN,9
1673,GM000010962,18001201,PRCP,7
1674,EZE00100082,18001201,TMAX,34
1675,EZE00100082,18001201,TMIN,-2
1676,ITE00100554,18001202,TMAX,10
1677,ITE00100554,18001202,TMIN,-23
1678,GM000010962,18001202,PRCP,0
1679,EZE00100082,18001202,TMAX,39
1680,EZE00100082,18001202,TMIN,-5
1681,ITE00100554,18001203,TMAX,16
1682,ITE00100554,18001203,TMIN,-4
1683,GM000010962,18001203,PRCP,14
1684,EZE00100082,18001203,TMAX,49
1685,EZE00100082,18001203,TMIN,11
1686,ITE00100554,18001204,TMAX,13
1687,ITE00100554,18001204,TMIN,4
1688,GM000010962,18001204,PRCP,0
1689,EZE00100082,18001204,TMAX,34
1690,EZE00100082,18001204,TMIN,-5
1691,ITE00100554,18001205,TMAX,54
1692,ITE00100554,18001205,TMIN,19
1693,GM000010962,18001205,PRCP,0
1694,EZE00100082,18001205,TMAX,23
1695,EZE00100082,18001205,TMIN,4
1696,ITE00100554,18001206,TMAX,29
1697,ITE00100554,18001206,TMIN,13
1698,GM000010962,18001206,PRCP,0
1699,EZE00100082,18001206,TMAX,63
1700,EZE00100082,18001206,TMIN,19
1701,ITE00100554,18001207,TMAX,13
1702,ITE00100554,18001207,TMIN,3
1703,GM000010962,18001207,PRCP,0
1704,EZE00100082,18001207,TMAX,38
1705,EZE00100082,18001207,TMIN,0
1706,ITE00100554,18001208,TMAX,0
1707,ITE00100554,18001208,TMIN,-4
1708,GM000010962,18001208,PRCP,0
1709,EZE00100082,18001208,TMAX,24
1710,EZE00100082,18001208,TMIN,-4
1711,ITE00100554,18001209,TMAX,10
1712,ITE00100554,18001209,TMIN,-10
1713,GM000010962,18001209,PRCP,0
1714,EZE00100082,18001209,TMAX,24
1715,EZE00100082,18001209,TMIN,-17
1716,ITE00100554,18001210,TMAX,21
1717,ITE00100554,18001210,TMIN,10
1718,GM000010962,18001210,PRCP,0
1719,EZE00100082,18001210,TMAX,27
1720,EZE00100082,18001210,TMIN,-9
1721,ITE00100554,18001211,TMAX,41
1722,ITE00100554,18001211,TMIN,35
1723,GM000010962,18001211,PRCP,0
1724,EZE00100082,18001211,TMAX,47
1725,EZE00100082,18001211,TMIN,23
1726,ITE00100554,18001212,TMAX,46
1727,ITE00100554,18001212,TMIN,29
1728,GM000010962,18001212,PRCP,0
1729,EZE00100082,18001212,TMAX,44
1730,EZE00100082,18001212,TMIN,35
1731,ITE00100554,18001213,TMAX,71
1732,ITE00100554,18001213,TMIN,46
1733,GM000010962,18001213,PRCP,0
1734,EZE00100082,18001213,TMAX,45
1735,EZE00100082,18001213,TMIN,35
1736,ITE00100554,18001214,TMAX,85
1737,ITE00100554,18001214,TMIN,66
1738,GM000010962,18001214,PRCP,0
1739,EZE00100082,18001214,TMAX,38
1740,EZE00100082,18001214,TMIN,27
1741,ITE00100554,18001215,TMAX,91
1742,ITE00100554,18001215,TMIN,73
1743,GM000010962,18001215,PRCP,0
1744,EZE00100082,18001215,TMAX,27
1745,EZE00100082,18001215,TMIN,23
1746,ITE00100554,18001216,TMAX,66
1747,ITE00100554,18001216,TMIN,60
1748,GM000010962,18001216,PRCP,0
1749,EZE00100082,18001216,TMAX,23
1750,EZE00100082,18001216,TMIN,-3
1751,ITE00100554,18001217,TMAX,50
1752,ITE00100554,18001217,TMIN,50
1753,GM000010962,18001217,PRCP,0
1754,EZE00100082,18001217,TMAX,-1
1755,EZE00100082,18001217,TMIN,-14
1756,ITE00100554,18001218,TMAX,54
1757,ITE00100554,18001218,TMIN,48
1758,GM000010962,18001218,PRCP,0
1759,EZE00100082,18001218,TMAX,-8
1760,EZE00100082,18001218,TMIN,-35
1761,ITE00100554,18001219,TMAX,29
1762,ITE00100554,18001219,TMIN,29
1763,GM000010962,18001219,PRCP,0
1764,EZE00100082,18001219,TMAX,-14
1765,EZE00100082,18001219,TMIN,-56
1766,ITE00100554,18001220,TMAX,13
1767,ITE00100554,18001220,TMIN,10
1768,GM000010962,18001220,PRCP,0
1769,EZE00100082,18001220,TMAX,-14
1770,EZE00100082,18001220,TMIN,-64
1771,ITE00100554,18001221,TMAX,10
1772,ITE00100554,18001221,TMIN,-13
1773,GM000010962,18001221,PRCP,0
1774,EZE00100082,18001221,TMAX,4
1775,EZE00100082,18001221,TMIN,-83
1776,ITE00100554,18001222,TMAX,16
1777,ITE00100554,18001222,TMIN,-13
1778,GM000010962,18001222,PRCP,13
1779,EZE00100082,18001222,TMAX,54
1780,EZE00100082,18001222,TMIN,4
1781,ITE00100554,18001223,TMAX,23
1782,ITE00100554,18001223,TMIN,-16
1783,GM000010962,18001223,PRCP,0
1784,EZE00100082,18001223,TMAX,52
1785,EZE00100082,18001223,TMIN,30
1786,ITE00100554,18001224,TMAX,16
1787,ITE00100554,18001224,TMIN,4
1788,GM000010962,18001224,PRCP,0
1789,EZE00100082,18001224,TMAX,30
1790,EZE00100082,18001224,TMIN,6
1791,ITE00100554,18001225,TMAX,25
1792,ITE00100554,18001225,TMIN,13
1793,GM000010962,18001225,PRCP,0
1794,EZE00100082,18001225,TMAX,21
1795,EZE00100082,18001225,TMIN,11
1796,ITE00100554,18001226,TMAX,38
1797,ITE00100554,18001226,TMIN,25
1798,GM000010962,18001226,PRCP,0
1799,EZE00100082,18001226,TMAX,36
1800,EZE00100082,18001226,TMIN,8
1801,ITE00100554,18001227,TMAX,10
1802,ITE00100554,18001227,TMIN,9
1803,GM000010962,18001227,PRCP,0
1804,EZE00100082,18001227,TMAX,47
1805,EZE00100082,18001227,TMIN,20
1806,ITE00100554,18001228,TMAX,35
1807,ITE00100554,18001228,TMIN,25
1808,GM000010962,18001228,PRCP,7
1809,EZE00100082,18001228,TMAX,43
1810,EZE00100082,18001228,TMIN,7
1811,ITE00100554,18001229,TMAX,50
1812,ITE00100554,18001229,TMIN,16
1813,GM000010962,18001229,PRCP,9
1814,EZE00100082,18001229,TMAX,45
1815,EZE00100082,18001229,TMIN,-3
1816,ITE00100554,18001230,TMAX,50
1817,ITE00100554,18001230,TMIN,31
1818,GM000010962,18001230,PRCP,13
1819,EZE00100082,18001230,TMAX,96
1820,EZE00100082,18001230,TMIN,14
1821,ITE00100554,18001231,TMAX,50
1822,ITE00100554,18001231,TMIN,25
1823,GM000010962,18001231,PRCP,16
1824,EZE00100082,18001231,TMAX,14
1825,EZE00100082,18001231,TMIN,-4
